path,container,codec,width,height,pix_fmt,bit_depth,transfer,primaries,is_hdr,avfoundation_readable
/Users/kenlo/Downloads/TV/House.of.the.Dragon.S03E06.Episode.6.2160p.HBOMax.WEB-DL.DDP.5.1.Atmos.DoVi.HDR.H.265-BlackTV.mkv,.mkv,hevc,3840,1920,yuv420p10le,10,smpte2084,bt2020,yes,no
